instance_id,id,user.id,created_at,text,class
40,1061143701869613058,2483063340,Sat Nov 10 06:29:08 +0000 2018,"""@nima_dre ගහප් පරය 😂""",Neutral
41,1060700496720125952,1243388803,Fri Nov 09 01:07:59 +0000 2018,"""Music මෙහෙ සමහරුන්ට උනාට සව්දියේ හලාල් Bro☺☺☺ https://t.co/bF0X4C0PB3""",Neutral
42,1060339650718355456,971369950333071360,Thu Nov 08 01:14:07 +0000 2018,"""RT @___journalist: #SriLankanPolitics පෙනි පෙනී සිදුවන විකිණිම සහ මිලට ගැනීම හමුවේ හුරේ දාන මොඩ ඡන්ද දායකයන් දුටුවිට .. අහෝ අප සිරබත් කෑවේ…""",Neutral
43,1060180934216032256,3165646736,Wed Nov 07 14:43:26 +0000 2018,"""RT @MaheshNegombo: මායි හම්සයි එක ඔපිස් එකේ වැඩ කරද්දී පොඩි සෙමින එකක් තිබ්බ. පිටින් කය්ටිය ආව. ඒකට ලස්සන මුස්කිම් කෙල්ලෙක් ආව. මම හම්සට පෙ…""",Neutral
45,1059602346219577344,3165646736,Tue Nov 06 00:24:20 +0000 2018,"""RT @IamRanga69: * හිස්බුල්ලා ආවා.. හලාල්, බුර්කා, මුස්ලිම් ආක්‍රමන විසදුනා. * TNA එස් වියාලේන්ද්‍රන් ආවා  ලංකාවේ කොටි ප්‍රශ්නයත් විසදුනා  #…""",Neutral
46,1068537003778535425,150624162,Fri Nov 30 16:07:28 +0000 2018,"""@VGajanatha උඹලැ බලුමූනු අමිත්ගේ බණ අහල අන්න තව්හිද් ජමා සහ තම්බි අන්තවාදීන් සෙට් එක සෝවාන් වෙල .උඹල උන්ව හරිමගට ගත්ත නේ.. අනෙ හුකේ..   එකේක විකාර අවුස්සල වීඩියෝ දාල රට ඉන්න කොල්ලන්ගෙන් සල්ල්ලි හිඟාකනෝ.. ඒව ගසාකනෝ.. තොපිද් දැනුවත්ව හෝ මෝඩ කමට ඕ ගස්නරින්ට කඩේ යනව..""",Racist
47,1068399401385713665,150624162,Fri Nov 30 07:00:41 +0000 2018,"""@VGajanatha මිනිස්සු කුලප්පු කරන් ගිහින් තන්බිගෙ කඩ ගිනිතිව්වා.. පස්සෙ තම්බි ඒ එක කඩේට තුන්හතරපාර වන්දි ගත්තා.. ආන්ඩුවෙන් එකපාරයි.. පල්ලියෙන් තවපාරයි.. පොටෝ යවල රට රටවලින් තව ආදාර.  දැන් තොපි හිතාන ඉන්නව අමිත් අයියා තම්බියට ඇරිය.. තම්බියට කෙලිය කියල..  උන්ට තිබ්බටත් වඩා හොඳයි..""",Racist
48,1068028089714696193,1060476561785155586,Thu Nov 29 06:25:14 +0000 2018,"""2018-11-27 දින ඒකාබද්ධ විපක්ෂයේ මාධ්‍ය ලේකම් රේණුක පෙරේරා මහතාගේ නිවේදනයට අදාාලව අමිත් වීරසිංහ කල මාධ්‍ය සාකච්ඡාව..         ""Unp ය දේශද්‍රෙහි පක්ෂයකටවත් බුද්ධ පූජාව පවා හලාල් කල ඒකාබද්ධ විපක්ෂයටවත් එකතු වෙන්නේ නැ.."" Vidio නරඹන්න https://t.co/i7Rf2k3lYH""",Neutral
49,1067792154716565504,1060476561785155586,Wed Nov 28 14:47:42 +0000 2018,"""මා UNP හෝ ඒකාබද්ධ විපක්ෂය මගින් හෝ දැනට පවතින කිසිම පක්ෂයකින් ඡන්දයකට ඉදිරිපත් වෙනවා කියා නැ.. ඒකාබද්ධ විපක්ෂය වැනි විල්පත්තුව විනාශ කල, ශ්‍රී පාදය අරාබියට විකුණු, හලාල් ගෙන ආ, බැංකු පවා ෂරියා කල, පක්ෂයකට කොහොමත් එක් වන්නේ නැ,. (18/11/28 මාධ්‍ය සාගච්ඡාව අමිත් වීරසිංහ) https://t.co/BhrH0JALWG""",Neutral
50,1067566549496676352,2701664156,Tue Nov 27 23:51:14 +0000 2018,"""නසිය කිව්වත් 👊 නානා  කිව්වත් 👍 තම්බි කිව්වත් 💪 කිව්වේ ආදරයට 😍 Mohamed Nazeem අපේ ආදරණිය සටන් සගය  👏 බෙදුනු රටක් එක්කරන්න  දිවි පරදුවට තියලා ගේමක් ගහපු කොල්ලෙක් 🙏 නම Nazeem නිසා 😀 නසිය කියනවා 😍 මුස්ලිම් සහෝදරයෙක්... https://t.co/RlH5FWrxKb""",Neutral
53,1063369999069327360,3189787423,Fri Nov 16 09:55:38 +0000 2018,"""ඉතිහාසය ඉදිරියේ මෙවැනි හෙළිදරවුවක් කිරීමට අවකාශය දුන් @pcranawaka අපගේ ප්‍රණාමය පුද කල යුතුයි. පසු ගිය කාලයේ මේ රටේ ඇතිවූ මුස්ලිම් - සිංහල ජාතිවාද කෝලහාල පිටුපස සිටියේ කවුද ? හලාල් ගෙනත් ජාතියක් වැනසීමට ජාතිවාදය අවිස්සුවේ කවුද ? අද කොහොමද මෙහෙම අගසවු තබාගෙන ඉන්නේ @Neetwit https://t.co/RjS6a9hHb7""",Neutral
54,1063366711171317760,1061573557468254208,Fri Nov 16 09:42:34 +0000 2018,"""@ZayeemZiyadh @HarshadeSilvaMP @MaithripalaS @RW_UNP @PresRajapaksa තම්බිය.....උඹට ආගමක් ඇදල ගන්නම ඕන නේද වල් ඌර ? හිටපං උබෙ FB ගේම Youth Council එකට යවනකන්""",Racist
55,1063364448906371072,2343977528,Fri Nov 16 09:33:35 +0000 2018,"""නිකමට අහන්නෙ,  - එදා පාර්ලිමේන්තුවේ විශ්වාසභංගයට පක්ෂව ඡන්ද 122ක් ලැබුණම සමාජ මාධ්‍යවල වගේම සමාජයෙත් පැතිරුණා මතයක්, ඒ දෙමලු සහ තම්බි එකෙක්වත් මහින්ද මහත්තයා එක්ක නැහැ සිංහලුනේ අවදිවව් කියලා.   (දැන් අපි තේරුම්... https://t.co/CzkMdVX4mx""",Racist
56,1062772611006877696,2876666923,Wed Nov 14 18:21:50 +0000 2018,"""@Chandhi_Surangi තම්බි හැත්ත මැරිලා නැද්ද .. අල්ලාහ් ලංකාවට ඇවිත් ලු පාර්ලිමේන්තුවේ අල්ලාගේ පුත්තු දිනනවාද බලන්න. ඒ හින්දා වැස්ස වලායක දෙයියෝ කුවෙට් එකෙන් පොඩි ආතල් එකක් අරන්.. පවු අප්පා..""",Racist
58,1062285493482606593,2876666923,Tue Nov 13 10:06:12 +0000 2018,"""@zeffb @GaloreRoasts @RajapaksaNamal @PodujanaParty @MaithripalaS @PresRajapaksa තම්බි නානා... උබගේ අදහස් මට වැදගත් නැ.. අනික උබට බැ මාගේ අදහස් කීම නවත්වන්න.. ගෙරිකම පිහිදාගෙන උබලාගේ දේ තියෙන අරාබියට පලයල්ලා.. එහෙටත් උබලාව ගන්නේ නැනේ.. ඒ නිසා සිංහල සංස්කෘතියට ගරුකරමින් ජීවත්වෙයන්.. නිකන් පොර ටොක්ස් නැතුව.. ඉතා ඉවසීමෙන් මේ ටික ලීවේ..""",Racist
59,1062204603675095040,391857328,Tue Nov 13 04:44:46 +0000 2018,"""අර හලාල් විතරයි කන්න ඕන කියල නීති ගෙනාවේ මේ උන්දැලා නේද? . 2013/2014 ලංකාවේ ඇතිවුන ප්‍රධාන ගැටලුවට හේතුවුන මේ අන්තවාදී සංවිධාන එක්ක සාකච්ඡා කලාට වැඩක් නෑ... කොහොමත් ඒ අය ඔය මහත්වරුන්ට ඡන්දය දෙන්නෙ නෑ නෑ නෑමයි https://t.co/wmJUj2LQxH""",Neutral
60,1061808515025637376,3262559941,Mon Nov 12 02:30:52 +0000 2018,"""මුරලිදරන් ගේ ඉන්ටර්වීව් සීරිස් එකේ දෙවනි එක මයුමි රහීම්ස් ගෙනාවා නම් හරි නේද යාළුවනේ. ඔලිම්පික් ප්‍රොෆයිල් එකක්නේ ඉතිං. ලංකාවේ ඉන්න හඩු පෙරාගත්ත තම්බි වගේද අනේ රහීම්ස් ලා.   එයාගෙන් අහන්න ඕනේ පශ්චාත් සුනාමි සංවර්ධන... https://t.co/ssst4V8KOJ""",Racist
61,1061601419499687937,2876666923,Sun Nov 11 12:47:56 +0000 2018,"""සිංහලයාට සිංහල පක්ෂ නැතිමුත් දෙමළාට ඉලම වෙනුවෙන් පක්ෂ ඇත. තම්බියාට තම්බි වහබ්වාදය වෙනුවෙන් තම්බි පාර්ලිමේන්තුවේ ඇත. මේ දෙගොල්ලන්ගෙන් බේරෙන්නට සිංහල පක්ෂයක් හෝ සිංහල දේශපාලකයෙක් අවශ්‍යයයි. සොයා දිය හැකි අයෙක් සිටිත් ද? https://t.co/F3RAtUxmfs""",Racist
62,1060232158378250241,2876666923,Wed Nov 07 18:06:59 +0000 2018,"""#SriLankanPolitics පෙනි පෙනී සිදුවන විකිණිම සහ මිලට ගැනීම හමුවේ හුරේ දාන මොඩ ඡන්ද දායකයන් දුටුවිට .. අහෝ අප සිරබත් කෑවේ මෙවන් පිරිසක් උදෙසාද යැයි සිතේ. යකාගේ හැටියට විමානය සේ ජනතාවට අනුව පාර්ලිමේන්තුවේ පිරිසද ""තකට තක"" ය. තම්බි දැන් මේ පැත්තේය. ඉස්සර උන් අර පැත්තේය. https://t.co/sT5hNn4qxQ""",Racist
63,1060220597735583745,246224922,Wed Nov 07 17:21:03 +0000 2018,"""මායි හම්සයි එක ඔපිස් එකේ වැඩ කරද්දී පොඩි සෙමින එකක් තිබ්බ. පිටින් කය්ටිය ආව. ඒකට ලස්සන මුස්කිම් කෙල්ලෙක් ආව. මම හම්සට පෙන්නුවා ""අඩෝ අර තම්බි කෑල්ල පට්ටනේ"" කියල.. මූ කියාපි   ""හු^^ටෝ ඒ මගේ අක්කා"" කියල  😐😐😐😐 #මතක""",Sexism
65,1072725143024226309,891470428685848576,Wed Dec 12 05:29:39 +0000 2018,"""මත්කද හුත්තො ? 2012/12/12 ලොක විනාසේ ඇවිත් මුලුලොකෙම විනාස උනා.....අදට අවුරුදු 6;මිය ගිය සිය්ලුදෙනාටම  නිවන් සුව පතන්න..""",Neutral
66,1072723911807127552,154800409,Wed Dec 12 05:24:45 +0000 2018,"""@vithanagedanu යකෝ උඹට ඕනි විදිහට සිංහල අකුරු ගලපන්න බෑ. අකුරු හරියට ලියන්න බැරිනම් සිංහලෙන් නොදා හිටු 😡""",Neutral
67,1072705591049637888,3049875241,Wed Dec 12 04:11:57 +0000 2018,"""රට බෙදන සියළු කොන්දේසි වලට අද රනිල් ලිඛිතව එකඟ වී දෙමළ සංධානයේ සහය ලබා ගනී!""",Neutral
68,1072702778756149248,39088809,Wed Dec 12 04:00:46 +0000 2018,"""@erangatennakoon @dudeum_Nethu අනිවාර්යයෙන් හම්බ කරලා කාලා බීලා ආතල් එකේ ඉන්න ඕන.සැපේ""",Neutral
69,1072697971010002944,39088809,Wed Dec 12 03:41:40 +0000 2018,"""@AmithMalinga සල්ලි නෑ බොල.ඩොලර් 100ක් හම්බ කලොත් 15$ක් GST.28$ ක් ආදායම් බදු.ලේසි නැ""",Neutral
70,1072683421888065536,2241076410,Wed Dec 12 02:43:51 +0000 2018,"""අම්ම ගාව තියනව බං එයාගෙං ඉල්ලගනිං -මීට තාත්ති😁 https://t.co/HvY0U2IvuM""",Neutral
71,1072638464464695296,1003030446572068864,Tue Dec 11 23:45:13 +0000 2018,"""sinhala hot gossip -සිංහල බෞද්ධ සේවකයන්ට සුළු ජාතික නිළදාරින්ගෙන් කරදර ප... https://t.co/NDbFk48RbT via @YouTube""",Neutral
72,1072596194570964992,8241312,Tue Dec 11 20:57:15 +0000 2018,"""RT @ranjanieguruge: මඩ කරි රංජා මාව බොලොක් මෙන්න මේක ඌට ටැග් කරපල්ලා කවුරැහරි... හිටපු ආරක්ශක ලේකම් ටයි.. බේරැවල හිටපු නගරාධිපතිටයි බුකියෙ…""",Neutral
73,1072577286036168704,835869892129742848,Tue Dec 11 19:42:07 +0000 2018,"""@BortoneA මෙහ් හුත්තො 🙄""",Neutral
74,1072540519610359808,40320649,Tue Dec 11 17:16:01 +0000 2018,"""RT @SajadLankan: @HarshadeSilvaMP @MaithripalaS @RW_UNP @USAmbSLM @USAmbKeshap හර්ශ මචං, එතකොට ඔය grant එක දුන්නේ UNP එකටද නැත්තන් රටක් හැ…""",Neutral
75,1072538656303443969,233860469,Tue Dec 11 17:08:37 +0000 2018,"""@SLpathumaa @Wind_Desika වයස ගැන කියල දෙන්න උබ හෙන වයස එකාද. අනෙ මේ පලයං බං යන්ඩ.""",Neutral
77,1072520264527896577,700069412,Tue Dec 11 15:55:32 +0000 2018,"""හදිසියක් උනාම එක කෝල් එකෙන් හරි අරන් පලයන් කිවුව Muthu අයියා තැන්කූ ❤️""",Neutral
79,1072495909924192258,943600750197747713,Tue Dec 11 14:18:45 +0000 2018,"""@iamgayash ඒ උනාට සිංහල නෑනෙ""",Neutral
80,1072495656529522689,154800409,Tue Dec 11 14:17:45 +0000 2018,"""@iamgayash 😂😂😂 මම පබ්ලිසිටි අරන් දෙන්නම් .. උඹ ගේම ගහගෙන පලයන්""",Neutral
81,1072494721447149571,950593107761885184,Tue Dec 11 14:14:02 +0000 2018,"""@Madhushankhani @nwty_ck උබ පලයන් යන්න😂😂""",Neutral
82,1072492378395684865,777383704368775168,Tue Dec 11 14:04:43 +0000 2018,"""@hashikalpana මොංගල් ද 😑 පලයන් බන් යන්න""",Neutral
83,1072488220087193601,135779262,Tue Dec 11 13:48:12 +0000 2018,"""@tikirimaarie කොටුවෙන් ගත්තෙ සීයට තුනක් හම්බ උනා 😂🔫""",Neutral
84,1072465937427775489,873550645000888320,Tue Dec 11 12:19:39 +0000 2018,"""RT @IndrajithLk: ලබන 2019 වසරේදී සිංහල සිනමාව වෙනුවෙන් නිකුත් වීමට නියමිත චිත්‍රපට කිහිපයක් මේ Thread එකෙන් ඔබට බලාගත හැකිය. https://t.co/8…""",Neutral
86,1072463717705625600,2456992327,Tue Dec 11 12:10:50 +0000 2018,"""RT @LankadeepaNews: දෙමළ සන්ධානය එජාපයට හේත්තු වූ හේතුව ධර්මලිංගම් කියයි https://t.co/slqs1tyYhk""",Neutral
87,1072453030795198464,1057504418814402560,Tue Dec 11 11:28:22 +0000 2018,"""@vishiru @iamgayash සිංහල අකුරු පොඩ්ඩක් ලොකුයි වගේ !! ඒකයි ඇහුවේ !!""",Neutral
88,1072448754693890049,40320649,Tue Dec 11 11:11:22 +0000 2018,"""RT @ApiWenuwen: @sunandadesh @MaithripalaS මේක ලෝකෙට කියන්නත් @WeerawansaWimal හදුන්වන්න ඕනේ "" සිංහල ජාතිකයෙක් "" හැටියට. අම්මපා මුන් මොන #S…""",Neutral
89,1072443179226537984,1095964688,Tue Dec 11 10:49:13 +0000 2018,"""ජනපති ගේ පිස්සු නැටිල්ල ගැන BBC සිංහල සේවය ලියූ දිග ලිපිය https://t.co/5V4S2n8VPs""",Neutral
90,1072431650372493317,894197701591482368,Tue Dec 11 10:03:24 +0000 2018,"""සිංහ ලග්නය - Leo - 2019 නව වසර ඔබට කොහොමද? මෙන්න... https://t.co/ZDTKfYxdTC""",Neutral
91,1072423489175543808,2566160414,Tue Dec 11 09:30:59 +0000 2018,"""මොකද්ද මතක් උන සිංහල සින්දුව? https://t.co/pjwsdaQKv8""",Neutral
92,1072422069374255104,213306799,Tue Dec 11 09:25:20 +0000 2018,"""@DJSlash9 ඔව් ඔව්, ගෙදරක හැදුවොත් තමයි ඉතින්. නිවාඩුවට කොස් තියෙන කාලෙට ගෙදර ගියොත් ඉතින් ඔය මෙනු එක මට හම්බ වෙනවමයි.""",Neutral
93,1072418692795912192,455664704,Tue Dec 11 09:11:55 +0000 2018,"""@officialunp සරල සිංහල ව්‍යාකරණ වත් දන්නෙ නැති එකෙක් මේක දාල තියෙන්නෙ. රට හදන්න කලින් තමන්ගෙ මව් භාෂාව වත් ඉගෙනගෙන වරෙන්. පක්ෂයටත් අපහාසයක්.""",Neutral
94,1072412080957984768,911206472956223488,Tue Dec 11 08:45:39 +0000 2018,"""@vithanagedanu අනේ පලයන් හූනූ පැටියෝ යන්න.. දෙහි ගෙඩි දෙකක් තරම් උස නෑ එනවා මාව මරන්න...😂😂😂""",Neutral
95,1072398662662307841,371776216,Tue Dec 11 07:52:20 +0000 2018,"""BBC News සිංහල - ඊෂා අම්බානි: ඉන්දියාවේ ධනවත් ම පුද්ගලයාගේ දියණියගේ උත්කර්ෂවත් විවාහය https://t.co/H0Y7TtbGEB""",Neutral
96,1072376705602519040,156226048,Tue Dec 11 06:25:05 +0000 2018,"""ආච්චිට සීයා හම්බ වුනොත් හුරගෙන කනවලු https://t.co/1DG7ohdnjT""",Neutral
100,1072374597075550208,751674122359476224,Tue Dec 11 06:16:42 +0000 2018,"""RT @hamsoon: BBC News සිංහල - අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි - අයිසීසී https://t.co/0RXGDl3wEf""",Neutral
101,1072374091565490176,751674122359476224,Tue Dec 11 06:14:41 +0000 2018,"""RT @hamsoon: BBC News සිංහල - ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: සති හයක් ඉක්මවා ගිය අර්බුදයේ සුවිශේෂ අවස්ථා https://t.co/Dyx4eswMwP""",Neutral
102,1072374070757548033,751674122359476224,Tue Dec 11 06:14:36 +0000 2018,"""RT @hamsoon: BBC News සිංහල - ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය: ජනපති මෛත්‍රීපාල සිරිසේනගේ මානසික සෞඛ්‍යය ගැන අභියාචනාධිකරණයට පෙත්සමක් https://…""",Neutral
103,1072374003967426562,751674122359476224,Tue Dec 11 06:14:20 +0000 2018,"""RT @hamsoon: BBC News සිංහල - ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය විසඳීමට ජනපති දුන් සහතික කාලය තව දිනකින් අවසන් https://t.co/Thrv2mJWjV""",Neutral
104,1072371804549906432,751674122359476224,Tue Dec 11 06:05:36 +0000 2018,"""RT @LankadeepaNews: දෙමළ සන්ධානය එජාපයට හේත්තු වූ හේතුව ධර්මලිංගම් කියයි https://t.co/slqs1tyYhk""",Neutral
108,1072343176223047680,972029107910295552,Tue Dec 11 04:11:51 +0000 2018,"""RT @cleanpoltics: @HarshadeSilvaMP ලංකාව =මෆියාලන්තය ඡනාධිපති=මෆියාඅධිපති අගමැති=මෆියාපති අැමති=මෆියාමැති නියොඡය අැමති =නියොඡය මෆියාමැති  ම…""",Neutral
109,1072333935592509441,2273227560,Tue Dec 11 03:35:07 +0000 2018,"""ගරාජ් රස්සාවක් කල නිසා අතඅැරපු පෙම්වතාව වසර 7 කට පස්සේ හම්බ උන උපාධිධාරිනිය විමතියට පත් උනා..... https://t.co/OVBRtT6sbf""",Neutral
110,1072326401796333568,40320649,Tue Dec 11 03:05:11 +0000 2018,"""RT @sraddhabuddhi: ""රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ. දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න  විධයක ජනාධිපති බාධාව…""",Neutral
111,1072312760116105217,128910982,Tue Dec 11 02:10:59 +0000 2018,"""@AmithMalinga පලයන් යකො යන්න! ලෙඩ පිට දිව්වෙ හහ්! 🤪🤪🤪""",Neutral
113,1072305552963854337,4286572754,Tue Dec 11 01:42:20 +0000 2018,"""ගුම්මෝනින් ප්‍රෙන්. පුලුවන් එකෙක් ඉන්නවනම් කියාගෙන පලයන්. 😂😂😂😂😂😂""",Neutral
114,1072302492694786048,722672039937589248,Tue Dec 11 01:30:11 +0000 2018,"""ජනපති ට දුන් කාලය අවසානයි.  දැන් පලයන්""",Neutral
115,1072297005601427456,1057504418814402560,Tue Dec 11 01:08:23 +0000 2018,"""@ThiranjaJ මැද අම්ම දෙපැත්තෙ දරුවෝ දෙන්න !!😂""",Neutral
116,1072283401854574592,2669764304,Tue Dec 11 00:14:19 +0000 2018,""""" සල්ලි .... හම්බ කරන්නාට දුකත් , වියදම් කරන්නාට සැපත් ගෙන දේ ...  [ Shewan ] 😊🤔😊 https://t.co/01QEZERSll https://t.co/Qk6wwWOnwO""",Neutral
117,1072248843037696000,1219328588,Mon Dec 10 21:57:00 +0000 2018,"""RT @MaheshNegombo: පුවත 1: අම්පාරෙ කඩේක හොද්දක පිටි ගුලියක්.  "" යකෝ හම්බයො පෙති දාල ජාතිය වඳ කරනෝ රට ජාතිය අනතුරේ සිංහල ලේ කකියනෝ යන්නෙත්…""",Racist
